rainfall,temperature,soil_type,land_hectares,yield_tons,crop
285.23,30.27,Sandy,1.15,13.14,Cucumber
1177.69,22.89,Red,9.01,37.37,Pulses
815.43,19.54,Red,7.45,26.68,Sorghum
971.89,29.45,Sandy,2.6,23.52,Maize
593.19,27.31,Red,3.1,25.49,Pulses
739.36,18.52,Red,9.34,30.21,Groundnut
538.06,33.6,Red,6.0,28.61,Groundnut
632.86,15.59,Loamy,8.3,26.54,Potato
809.59,25.04,Black,6.44,29.29,Soybean
276.41,24.4,Clay,4.01,20.29,Barley
991.83,18.59,Loamy,2.13,18.66,Sugarcane
1045.65,15.29,Sandy,3.86,19.41,Cucumber
1148.99,26.22,Red,3.12,24.89,Pulses
1160.45,28.78,Loamy,4.29,30.4,Rice
1028.29,36.35,Clay,6.74,38.09,Lentils
708.99,35.13,Black,2.1,23.79,Soybean
242.16,27.7,Clay,9.29,32.04,Mustard
201.8,18.74,Black,9.1,27.67,Chickpeas
895.25,16.63,Clay,8.7,30.04,Mustard
1148.6,31.58,Sandy,5.77,30.36,Peanut
813.26,18.24,Black,4.27,21.75,Sunflower
815.98,30.01,Black,7.88,32.27,Sunflower
1010.96,25.21,Black,0.91,19.83,Cotton
544.77,20.37,Clay,0.6,9.78,Wheat
301.58,36.06,Red,0.94,16.22,Millet
827.18,20.76,Clay,6.58,30.19,Wheat
961.4,34.61,Clay,5.01,27.19,Wheat
215.07,34.54,Red,9.96,32.14,Pulses
698.87,21.46,Red,5.08,18.73,Millet
513.46,27.29,Loamy,5.2,26.55,Sugarcane
794.2,35.29,Red,1.39,18.61,Pulses
247.32,18.22,Loamy,7.78,24.06,Potato
698.26,23.71,Red,6.81,30.85,Millet
980.21,38.79,Black,2.54,28.47,Sunflower
1092.66,24.43,Clay,1.57,19.18,Lentils
535.21,36.88,Clay,5.45,25.69,Barley
849.24,37.24,Red,0.68,20.92,Groundnut
1153.85,15.05,Loamy,9.74,33.47,Potato
385.49,27.54,Loamy,0.56,13.72,Sugarcane
313.22,28.69,Red,8.97,30.93,Sorghum
702.76,29.13,Red,5.81,28.75,Sorghum
566.91,35.64,Loamy,8.34,34.23,Rice
911.74,31.89,Black,1.44,16.62,Sunflower
373.87,31.13,Clay,3.64,17.94,Wheat
428.03,21.71,Clay,2.14,9.82,Barley
978.76,15.33,Red,8.85,32.51,Groundnut
328.6,23.35,Black,5.85,23.89,Cotton
917.33,31.87,Sandy,0.64,20.25,Peanut
380.43,23.85,Black,4.23,22.5,Sunflower
230.63,27.18,Sandy,3.88,17.17,Maize
1189.82,15.26,Red,6.87,31.76,Groundnut
1115.58,34.21,Clay,6.59,35.0,Barley
1098.9,28.29,Black,7.68,38.41,Cotton
785.41,39.02,Clay,3.39,20.26,Barley
595.21,15.7,Loamy,3.68,16.31,Rice
1083.01,29.23,Red,2.01,21.37,Millet
923.97,33.18,Red,8.63,33.38,Groundnut
575.04,19.86,Red,3.45,23.01,Millet
259.27,18.67,Clay,9.21,27.73,Mustard
359.38,17.27,Red,7.56,25.37,Pulses
681.48,39.32,Clay,5.72,31.36,Barley
390.06,18.0,Black,9.31,28.3,Soybean
1135.17,25.49,Sandy,7.54,34.8,Maize
1166.18,21.37,Sandy,5.81,29.01,Watermelon
1174.17,25.11,Clay,5.83,32.88,Mustard
282.48,27.16,Clay,4.88,23.76,Mustard
606.06,25.75,Sandy,5.67,23.6,Peanut
612.45,29.94,Loamy,8.0,30.62,Tomato
461.71,27.6,Red,2.68,17.3,Millet
996.95,26.81,Black,4.49,22.74,Chickpeas
511.03,24.24,Red,6.73,26.53,Pulses
643.04,20.23,Loamy,9.39,30.24,Potato
1090.37,24.71,Red,6.69,33.5,Sorghum
352.26,25.19,Black,5.15,20.29,Chickpeas
438.94,21.84,Loamy,4.82,19.28,Potato
845.57,36.11,Red,9.4,43.17,Groundnut
847.89,39.62,Loamy,7.23,34.26,Tomato
1099.89,34.37,Black,3.42,27.87,Chickpeas
441.96,24.15,Clay,9.28,33.57,Mustard
696.45,18.54,Red,9.99,32.2,Millet
200.38,34.47,Sandy,0.65,12.01,Cucumber
210.74,17.31,Black,1.85,12.81,Soybean
420.97,25.17,Clay,2.06,16.38,Mustard
236.92,35.34,Clay,6.11,23.84,Mustard
1066.23,36.36,Clay,6.15,29.68,Barley
984.87,22.46,Loamy,5.8,29.94,Potato
655.95,35.25,Black,5.57,27.79,Sunflower
869.11,18.4,Black,2.86,13.23,Soybean
261.19,16.2,Loamy,7.78,23.93,Potato
278.92,24.47,Red,7.34,25.59,Pulses
310.34,30.6,Sandy,6.78,22.28,Peanut
850.91,31.02,Sandy,6.69,23.08,Peanut
920.45,39.24,Red,9.55,37.07,Millet
725.64,32.69,Loamy,3.71,25.65,Rice
540.41,16.27,Loamy,2.81,12.86,Tomato
419.78,39.11,Black,0.73,16.17,Cotton
511.91,26.56,Loamy,4.09,23.91,Sugarcane
1136.21,23.29,Sandy,9.42,43.71,Cucumber
1054.62,29.85,Black,1.19,20.39,Cotton
488.43,37.66,Clay,3.02,21.05,Wheat
1062.31,32.0,Clay,9.77,38.33,Wheat
294.64,17.17,Red,7.26,18.6,Millet
761.82,27.1,Clay,5.91,27.54,Mustard
537.95,36.52,Loamy,8.77,32.29,Potato
464.12,32.96,Loamy,5.75,24.19,Tomato
445.96,36.59,Red,1.31,11.02,Sorghum
684.03,29.23,Clay,3.72,22.23,Wheat
532.65,35.49,Black,5.06,24.21,Soybean
955.41,23.94,Loamy,4.49,23.98,Potato
419.16,19.63,Black,0.74,14.44,Sunflower
786.77,23.69,Black,4.95,25.32,Chickpeas
417.99,15.97,Loamy,2.95,15.77,Tomato
418.33,25.01,Red,8.24,30.68,Sorghum
902.78,26.5,Sandy,7.5,33.79,Cucumber
203.27,34.48,Black,9.95,34.46,Soybean
235.17,20.92,Sandy,7.77,24.02,Cucumber
359.0,38.93,Loamy,0.99,16.28,Potato
354.92,31.61,Red,7.81,26.51,Groundnut
511.1,29.15,Black,6.64,22.92,Sunflower
695.25,28.52,Black,4.63,25.12,Sunflower
441.25,16.29,Black,9.42,23.63,Chickpeas
711.2,39.2,Black,9.24,37.79,Sunflower
680.46,16.35,Sandy,9.15,30.68,Cucumber
680.01,28.17,Loamy,4.52,31.34,Rice
244.35,37.41,Clay,3.69,22.51,Wheat
223.62,37.49,Red,1.31,13.14,Pulses
1101.4,17.79,Clay,3.37,24.02,Wheat
975.48,31.32,Sandy,2.32,23.12,Peanut
982.44,29.55,Clay,4.34,25.1,Lentils
1174.44,22.17,Red,1.23,23.8,Pulses
418.54,35.15,Sandy,1.98,23.35,Maize
705.06,17.97,Loamy,3.8,18.41,Tomato
299.74,38.78,Black,6.52,25.89,Soybean
936.36,15.13,Red,2.61,23.02,Groundnut
784.57,36.24,Sandy,7.65,34.22,Watermelon
753.58,35.76,Black,7.13,33.36,Chickpeas
855.99,38.71,Loamy,9.81,44.41,Sugarcane
864.8,20.34,Red,4.52,22.32,Groundnut
314.82,21.43,Clay,2.13,9.24,Barley
604.74,20.35,Loamy,7.81,26.89,Rice
485.49,26.13,Black,4.69,20.29,Sunflower
1195.79,37.39,Red,7.95,41.53,Groundnut
927.39,33.19,Clay,9.99,35.85,Lentils
348.12,22.6,Red,9.54,28.42,Groundnut
233.13,31.01,Clay,5.84,28.74,Wheat
852.17,29.01,Loamy,9.31,38.1,Tomato
519.17,30.3,Red,4.72,24.23,Sorghum
443.77,37.01,Sandy,4.11,15.68,Peanut
678.49,33.46,Red,3.77,25.62,Sorghum
1072.86,37.7,Clay,2.49,27.46,Mustard
698.71,18.91,Black,4.61,21.9,Cotton
1186.77,32.9,Loamy,7.03,35.86,Rice
430.73,35.76,Sandy,8.28,25.16,Peanut
757.74,36.3,Black,1.04,21.17,Cotton
989.44,24.05,Black,0.69,19.15,Soybean
461.39,35.05,Sandy,2.69,23.02,Peanut
267.15,32.86,Red,9.04,31.79,Sorghum
449.75,35.67,Sandy,2.67,17.93,Cucumber
1177.95,26.94,Red,7.17,35.33,Sorghum
1151.41,18.83,Clay,4.96,22.95,Barley
629.28,26.74,Red,6.1,27.65,Sorghum
702.33,26.19,Red,1.55,25.21,Pulses
1108.08,29.98,Red,5.09,27.67,Groundnut
210.75,24.55,Clay,6.02,22.25,Lentils
1109.87,17.01,Loamy,4.8,27.58,Rice
782.38,37.06,Red,0.97,17.6,Groundnut
527.38,23.33,Clay,7.59,29.37,Wheat
521.97,30.49,Red,1.63,15.77,Groundnut
844.69,33.88,Red,4.32,29.47,Sorghum
1143.39,32.93,Red,5.11,33.93,Sorghum
724.71,39.92,Red,0.58,20.02,Groundnut
875.85,39.29,Black,5.15,31.13,Soybean
1185.19,24.9,Sandy,0.77,21.81,Peanut
304.36,24.19,Clay,5.15,20.44,Wheat
817.35,29.34,Black,7.43,30.7,Cotton
949.06,37.8,Sandy,3.33,24.85,Watermelon
239.17,15.46,Red,8.5,23.27,Groundnut
692.91,31.59,Sandy,5.52,29.06,Maize
410.78,17.83,Clay,4.75,16.11,Wheat
791.17,23.44,Clay,1.87,19.67,Barley
1086.46,25.22,Loamy,0.65,17.44,Rice
1175.99,36.05,Clay,2.4,28.61,Barley
1110.87,17.25,Black,2.07,21.84,Chickpeas
928.48,18.7,Red,5.74,21.92,Pulses
963.83,33.07,Red,2.35,25.14,Sorghum
737.2,22.11,Red,1.49,19.37,Pulses
980.51,33.08,Sandy,0.67,20.52,Watermelon
588.72,39.71,Loamy,1.04,20.84,Rice
651.84,36.8,Black,5.52,29.87,Chickpeas
614.87,29.13,Loamy,9.97,34.97,Rice
484.49,17.16,Clay,6.56,20.5,Wheat
654.24,31.69,Loamy,6.54,32.31,Sugarcane
1199.31,27.2,Sandy,1.98,22.3,Cucumber
605.24,16.51,Loamy,8.37,28.8,Potato
969.83,36.13,Loamy,2.13,22.44,Potato
843.72,25.81,Red,7.47,30.81,Pulses
1175.71,34.59,Red,6.76,37.34,Sorghum
551.1,17.77,Clay,6.51,23.04,Mustard
954.99,21.32,Black,8.0,30.64,Cotton
1055.09,33.28,Loamy,2.02,29.76,Sugarcane
1191.7,20.67,Red,7.64,36.08,Sorghum
288.79,37.33,Sandy,3.44,17.05,Maize
1018.34,38.13,Clay,1.96,26.15,Mustard
545.7,31.37,Red,6.74,29.2,Groundnut
735.29,38.79,Clay,7.34,35.99,Lentils
786.22,17.32,Black,3.24,15.68,Chickpeas
563.94,29.37,Loamy,4.02,24.48,Tomato
888.48,39.26,Red,4.77,33.16,Millet
1038.78,27.51,Red,1.27,22.98,Pulses
1153.59,24.77,Sandy,6.69,32.64,Peanut
1151.43,32.85,Red,6.56,34.19,Groundnut
581.6,31.13,Loamy,5.23,17.41,Sugarcane
275.48,18.8,Loamy,3.94,15.24,Sugarcane
281.36,27.73,Clay,5.25,21.94,Lentils
379.46,34.57,Black,9.21,27.43,Soybean
1065.96,36.66,Black,1.06,23.19,Sunflower
451.14,33.67,Red,6.62,27.63,Groundnut
1009.54,30.84,Sandy,9.7,38.93,Cucumber
629.75,21.44,Loamy,8.02,28.17,Rice
750.82,38.14,Loamy,5.6,34.91,Tomato
1185.98,27.16,Black,9.35,35.57,Chickpeas
385.24,15.15,Loamy,8.9,29.56,Sugarcane
839.1,29.12,Sandy,2.98,27.01,Watermelon
217.39,29.74,Clay,4.24,20.02,Barley
560.61,37.67,Clay,7.99,33.61,Wheat
686.2,17.79,Sandy,2.82,19.95,Peanut
438.65,16.93,Clay,2.95,19.5,Lentils
1180.96,31.52,Black,5.36,31.38,Cotton
456.65,39.03,Black,6.08,27.04,Cotton
619.79,26.77,Loamy,9.72,35.05,Potato
940.2,27.96,Red,9.03,38.93,Pulses
1121.18,39.81,Black,4.68,31.56,Soybean
281.23,34.76,Black,9.87,33.57,Sunflower
559.46,30.81,Clay,4.14,26.28,Barley
927.01,22.44,Black,8.69,31.25,Chickpeas
246.11,38.06,Loamy,1.05,20.78,Tomato
1146.73,37.53,Clay,3.12,31.42,Lentils
911.64,30.62,Loamy,7.54,36.79,Tomato
357.58,39.76,Black,9.86,40.11,Soybean
1040.34,15.8,Loamy,3.0,23.79,Tomato
894.63,17.29,Sandy,4.26,25.39,Watermelon
1197.14,38.14,Red,7.98,41.63,Groundnut
416.3,21.05,Loamy,7.64,23.77,Rice
1070.36,32.48,Red,7.99,42.02,Millet
748.97,23.58,Sandy,2.95,17.63,Maize
722.35,33.76,Black,8.53,33.77,Sunflower
278.52,34.12,Loamy,6.98,25.47,Tomato
868.27,24.98,Sandy,1.7,18.39,Peanut
766.4,15.58,Sandy,3.37,15.63,Watermelon
910.21,25.76,Clay,7.17,31.95,Lentils
251.08,38.12,Clay,2.03,20.09,Lentils
686.53,15.61,Clay,9.92,21.12,Mustard
552.93,39.13,Sandy,6.02,32.04,Cucumber
897.24,38.39,Loamy,8.75,38.54,Rice
457.02,26.48,Red,2.26,13.37,Pulses
203.34,25.52,Clay,8.27,27.98,Lentils
898.57,35.8,Sandy,1.06,20.8,Maize
1141.75,15.68,Clay,8.06,32.41,Mustard
847.75,19.62,Sandy,9.2,34.32,Maize
222.9,35.33,Black,5.09,26.27,Chickpeas
489.21,18.93,Black,1.35,16.26,Cotton
567.66,27.13,Sandy,1.34,12.88,Peanut
345.01,33.06,Clay,9.1,31.08,Wheat
649.34,30.68,Loamy,9.94,31.36,Rice
879.27,32.69,Red,4.55,23.31,Groundnut
378.13,33.51,Clay,9.13,32.53,Wheat
478.31,36.62,Loamy,9.65,35.47,Potato
502.41,28.37,Red,7.0,25.26,Groundnut
228.55,36.99,Red,7.92,26.66,Sorghum
1101.36,26.41,Red,1.63,20.23,Pulses
444.95,22.15,Red,7.91,32.31,Pulses
1100.75,36.88,Loamy,3.38,26.86,Rice
419.68,30.34,Loamy,1.9,19.9,Tomato
851.15,29.59,Black,5.21,24.33,Sunflower
1150.22,30.28,Sandy,2.02,18.94,Cucumber
469.09,36.46,Sandy,7.13,32.04,Maize
519.58,15.6,Sandy,4.62,22.55,Peanut
372.48,22.14,Red,3.79,18.99,Sorghum
230.1,19.37,Clay,4.54,11.84,Mustard
326.85,33.74,Black,5.86,27.81,Cotton
390.07,36.36,Loamy,9.86,39.72,Potato
566.28,15.31,Black,8.94,27.59,Chickpeas
223.59,28.3,Loamy,5.0,17.96,Tomato
239.05,36.71,Loamy,0.95,13.02,Rice
1070.34,16.52,Black,5.35,30.53,Chickpeas
915.46,15.7,Sandy,3.21,21.56,Watermelon
228.65,32.17,Red,1.92,18.52,Groundnut
595.85,22.96,Sandy,2.93,17.08,Cucumber
385.83,30.85,Clay,9.95,32.67,Lentils
842.35,16.36,Clay,2.58,16.46,Barley
631.67,37.79,Loamy,5.92,31.4,Tomato
234.41,20.94,Clay,7.02,27.55,Wheat
586.14,36.84,Black,3.18,24.8,Cotton
704.55,27.16,Clay,4.08,18.86,Barley
1196.66,21.57,Loamy,3.17,24.19,Rice
683.08,16.28,Clay,3.07,21.09,Mustard
1058.1,18.68,Clay,2.56,27.19,Mustard
278.08,35.73,Loamy,4.28,27.34,Potato
716.33,27.33,Loamy,0.56,17.12,Sugarcane
940.69,21.52,Clay,2.28,24.36,Lentils
314.25,38.02,Red,7.77,24.58,Groundnut
539.53,37.54,Black,1.55,19.93,Sunflower
885.97,39.2,Black,2.6,26.93,Soybean
1176.42,33.95,Black,6.42,29.93,Cotton
757.16,17.44,Loamy,7.83,28.17,Tomato
458.82,29.0,Sandy,3.24,19.31,Maize
292.01,23.7,Clay,2.14,17.96,Wheat
748.69,23.27,Red,0.6,13.44,Groundnut
467.69,27.39,Sandy,3.15,24.4,Cucumber
760.61,29.83,Red,1.55,20.33,Sorghum
805.91,16.59,Black,5.61,23.83,Soybean
842.24,20.0,Loamy,7.48,31.21,Tomato
993.77,34.36,Red,9.98,37.33,Pulses
414.95,21.93,Black,4.21,18.06,Soybean
887.75,29.76,Black,7.83,37.37,Sunflower
359.43,25.52,Clay,3.23,19.02,Wheat
610.9,33.46,Clay,2.46,22.63,Lentils
436.78,24.19,Black,0.68,12.41,Sunflower
1023.97,15.1,Red,8.61,31.83,Pulses
1183.33,33.82,Red,5.16,34.64,Pulses
297.45,38.71,Black,9.5,28.58,Chickpeas
832.33,33.42,Black,7.83,35.51,Sunflower
259.72,17.05,Clay,2.47,3.16,Barley
1022.33,23.69,Loamy,2.28,18.21,Tomato
252.6,20.27,Sandy,3.12,13.53,Peanut
338.58,17.34,Sandy,8.75,29.56,Maize
515.03,18.73,Clay,6.34,19.47,Mustard
964.24,28.18,Sandy,5.62,34.04,Watermelon
1000.04,33.92,Sandy,5.93,32.74,Cucumber
326.54,35.86,Sandy,3.61,21.9,Peanut
815.87,15.26,Clay,7.24,24.72,Mustard
1180.64,27.02,Loamy,9.66,34.43,Potato
579.88,20.02,Red,6.26,24.93,Groundnut
725.77,27.58,Loamy,1.03,17.39,Potato
264.14,22.88,Clay,2.11,12.11,Lentils
204.81,21.68,Loamy,1.12,10.98,Sugarcane
1165.61,24.71,Clay,5.44,27.22,Mustard
538.66,27.04,Clay,8.28,26.88,Mustard
650.84,36.08,Red,6.99,30.19,Pulses
250.74,21.81,Sandy,5.96,20.16,Cucumber
1169.24,19.71,Clay,2.21,19.81,Mustard
498.63,23.31,Clay,4.86,21.69,Wheat
983.1,35.35,Sandy,4.14,29.6,Peanut
630.37,28.36,Clay,7.55,32.41,Barley
1020.6,37.92,Loamy,4.56,31.22,Sugarcane
1076.52,25.15,Sandy,6.29,33.76,Watermelon
989.61,18.89,Sandy,1.49,19.34,Peanut
763.88,27.32,Red,8.76,34.04,Pulses
1018.95,32.51,Black,8.17,33.73,Sunflower
303.06,34.95,Clay,6.17,24.47,Barley
1110.97,34.22,Clay,3.24,28.09,Wheat
578.2,26.56,Black,7.58,30.86,Cotton
1117.42,26.77,Sandy,7.86,31.76,Maize
524.71,20.59,Clay,4.87,18.55,Wheat
393.92,26.29,Red,3.94,22.62,Sorghum
947.59,15.64,Black,3.24,20.01,Soybean
1006.63,25.53,Black,3.58,20.47,Sunflower
348.92,33.72,Red,5.99,26.13,Pulses
382.55,24.67,Sandy,3.88,16.53,Cucumber
443.66,15.84,Loamy,3.31,18.17,Tomato
460.17,38.1,Red,8.39,36.38,Groundnut
1151.51,20.75,Sandy,7.34,32.83,Maize
1174.36,25.64,Clay,7.25,37.34,Lentils
1064.71,30.84,Loamy,2.48,26.47,Rice
330.43,27.32,Sandy,9.39,29.56,Cucumber
1011.09,37.93,Black,1.27,25.78,Sunflower
234.46,31.14,Red,0.69,4.21,Sorghum
873.92,25.62,Black,5.09,26.8,Chickpeas
293.04,37.34,Black,3.46,24.31,Chickpeas
514.56,18.48,Clay,0.85,10.12,Lentils
1042.71,16.39,Black,0.9,13.8,Soybean
874.36,21.93,Sandy,2.97,15.87,Watermelon
949.97,18.7,Clay,2.6,23.74,Wheat
1108.1,16.77,Clay,9.93,37.41,Barley
723.83,33.12,Sandy,0.77,19.21,Peanut
507.16,33.83,Sandy,2.88,23.18,Cucumber
924.71,32.02,Black,9.29,33.38,Cotton
530.02,19.82,Sandy,3.12,11.56,Peanut
460.78,24.03,Red,3.11,18.82,Sorghum
616.0,29.14,Black,2.85,19.65,Cotton
545.58,18.2,Loamy,5.1,23.21,Potato
895.35,32.91,Black,4.38,30.47,Cotton
343.64,18.87,Black,9.67,27.42,Chickpeas
1198.16,36.74,Sandy,3.73,34.58,Peanut
334.47,20.63,Red,2.73,16.19,Pulses
741.34,24.49,Loamy,0.78,16.73,Rice
395.3,20.78,Loamy,2.79,17.68,Sugarcane
837.15,24.89,Clay,8.76,35.08,Mustard
682.69,21.93,Sandy,9.53,35.06,Cucumber
664.88,26.05,Sandy,7.47,26.76,Watermelon
484.05,39.3,Black,1.64,21.77,Cotton
784.16,28.3,Red,9.26,35.49,Sorghum
1001.43,26.79,Sandy,3.4,32.35,Peanut
639.84,38.15,Loamy,9.5,33.5,Sugarcane
771.0,35.43,Loamy,1.53,21.17,Potato
557.68,39.71,Sandy,0.65,20.13,Watermelon
984.76,32.73,Loamy,2.58,23.26,Potato
531.15,23.3,Clay,2.64,15.85,Mustard
1015.16,37.21,Red,5.93,41.93,Pulses
765.25,29.74,Loamy,4.42,23.46,Potato
266.61,24.17,Black,0.93,6.79,Sunflower
959.8,37.67,Black,4.6,31.95,Chickpeas
354.49,23.86,Loamy,2.82,19.09,Sugarcane
987.67,15.77,Red,3.91,24.48,Millet
524.57,15.86,Black,2.6,9.68,Cotton
248.86,18.45,Red,1.36,8.18,Millet
230.67,20.07,Black,7.67,26.73,Sunflower
310.5,32.26,Black,3.97,20.45,Chickpeas
881.38,18.11,Sandy,9.5,32.23,Cucumber
502.27,35.72,Red,8.77,38.0,Pulses
392.25,29.55,Red,9.63,30.34,Sorghum
787.03,37.56,Clay,1.8,18.53,Mustard
1163.21,15.75,Red,7.19,32.0,Millet
722.55,26.34,Red,6.89,25.52,Groundnut
726.78,36.91,Red,4.65,27.07,Pulses
690.78,32.35,Black,7.59,30.79,Sunflower
960.26,39.23,Red,5.06,32.11,Groundnut
666.27,37.74,Black,4.81,24.22,Sunflower
363.07,25.88,Loamy,7.48,24.59,Tomato
450.15,26.4,Red,5.26,19.32,Groundnut
717.39,28.25,Red,9.73,35.37,Pulses
840.54,35.78,Sandy,4.47,29.07,Peanut
869.25,30.1,Clay,1.93,28.03,Mustard
639.76,24.48,Sandy,5.58,18.88,Peanut
243.03,18.64,Black,2.06,11.47,Soybean
284.66,32.14,Black,2.58,18.14,Cotton
704.37,35.89,Red,0.67,21.29,Pulses
963.53,30.31,Clay,6.27,23.34,Wheat
868.25,38.41,Sandy,9.6,39.8,Watermelon
694.28,36.28,Clay,1.49,15.69,Mustard
252.6,34.91,Loamy,6.8,28.94,Potato
1087.38,34.46,Red,1.9,27.15,Sorghum
806.25,31.29,Loamy,1.61,18.9,Sugarcane
718.78,30.21,Sandy,7.73,28.64,Cucumber
710.36,23.14,Loamy,4.98,25.27,Tomato
496.39,31.94,Black,4.4,25.51,Cotton
892.42,38.98,Black,7.75,35.0,Sunflower
782.26,15.32,Loamy,6.28,30.15,Sugarcane
778.47,15.48,Red,5.28,27.44,Groundnut
668.28,22.26,Loamy,4.35,26.17,Tomato
747.1,22.53,Clay,7.39,26.19,Wheat
218.75,36.68,Clay,4.45,24.24,Barley
312.78,30.81,Red,6.9,24.23,Groundnut
897.63,25.31,Red,4.45,25.37,Millet
658.64,32.5,Black,9.04,33.69,Chickpeas
584.71,39.81,Red,2.05,17.14,Groundnut
740.31,34.28,Black,7.12,32.01,Chickpeas
775.86,22.05,Sandy,5.89,25.0,Maize
523.53,28.61,Sandy,4.88,22.18,Maize
1098.12,36.4,Loamy,6.95,33.61,Potato
1059.7,21.77,Red,3.05,23.61,Groundnut
542.41,39.38,Loamy,2.04,20.69,Rice
1192.45,29.75,Sandy,4.95,29.7,Maize
836.89,34.76,Red,3.95,25.39,Sorghum
808.87,26.08,Sandy,8.97,36.43,Maize
748.54,39.35,Black,3.97,26.22,Chickpeas
306.19,31.55,Clay,4.87,18.26,Barley
574.52,20.57,Red,4.93,17.92,Groundnut
357.91,25.47,Clay,1.74,14.82,Mustard
344.26,33.67,Loamy,4.83,21.53,Potato
474.24,31.28,Red,7.5,24.78,Groundnut
441.36,17.73,Sandy,2.13,10.69,Maize
864.91,31.86,Loamy,4.87,28.87,Tomato
582.91,24.05,Black,4.05,20.85,Chickpeas
444.76,38.88,Sandy,9.95,36.66,Watermelon
471.67,24.22,Red,6.11,25.25,Millet
664.44,30.88,Sandy,2.87,26.14,Peanut
1172.61,36.83,Sandy,4.59,30.87,Maize
309.71,16.6,Sandy,5.49,17.13,Watermelon
1135.22,35.08,Black,8.16,38.88,Chickpeas
1110.93,20.9,Loamy,1.54,23.41,Tomato
389.7,23.51,Sandy,5.38,20.34,Peanut
1013.71,24.99,Loamy,2.13,23.91,Tomato
747.99,19.75,Black,4.56,20.78,Soybean
1008.69,26.91,Black,9.27,39.26,Sunflower
677.15,20.7,Clay,5.64,25.23,Lentils
257.2,15.69,Red,6.13,20.09,Sorghum
1094.23,17.26,Clay,7.21,28.05,Wheat
1195.59,39.97,Clay,3.31,30.08,Wheat
848.94,36.67,Loamy,8.72,41.33,Tomato
868.97,23.07,Sandy,5.26,25.68,Peanut
653.74,38.45,Red,2.25,24.18,Sorghum
833.65,39.1,Red,7.01,30.73,Millet
817.88,15.04,Clay,7.67,23.46,Lentils
1059.61,23.61,Red,0.88,14.3,Groundnut
1167.93,39.87,Loamy,2.01,30.9,Potato
524.45,24.41,Red,8.5,33.24,Millet
1193.69,16.63,Sandy,2.83,23.7,Cucumber
1119.7,37.29,Clay,4.58,30.19,Wheat
404.88,36.12,Sandy,7.09,27.53,Watermelon
1084.1,21.79,Red,4.58,25.72,Pulses
463.99,39.18,Clay,0.59,17.31,Mustard
969.66,39.69,Sandy,9.99,38.11,Maize
750.21,28.78,Sandy,1.31,15.17,Cucumber
586.11,36.36,Sandy,1.36,18.71,Cucumber
808.33,17.04,Clay,3.81,20.04,Barley
542.42,16.26,Clay,8.01,29.28,Mustard
862.19,36.65,Sandy,1.58,24.5,Cucumber
840.32,39.27,Loamy,2.81,19.85,Rice
848.56,15.57,Clay,3.02,22.41,Mustard
540.92,35.52,Sandy,1.98,18.13,Watermelon
1138.6,38.48,Loamy,0.79,27.79,Rice
815.16,19.38,Black,4.77,22.56,Sunflower
772.88,25.58,Red,3.96,23.85,Millet
919.36,22.71,Red,7.55,34.7,Millet
445.45,24.8,Black,4.7,22.59,Soybean
712.98,28.36,Loamy,1.58,17.69,Sugarcane
710.19,28.5,Loamy,0.76,16.4,Rice
1000.16,39.25,Loamy,3.15,28.25,Potato
796.19,22.18,Loamy,9.71,32.08,Tomato
560.53,35.23,Loamy,1.6,16.8,Rice
621.64,27.91,Clay,3.57,27.0,Mustard
1023.46,32.24,Black,2.03,28.14,Soybean
843.09,33.07,Red,7.83,34.87,Pulses
634.49,26.58,Red,2.01,20.73,Pulses
1009.07,37.65,Sandy,4.61,27.78,Watermelon
209.95,38.88,Loamy,6.95,31.25,Sugarcane
305.83,22.39,Red,9.66,31.39,Pulses
983.84,32.6,Loamy,7.83,33.13,Rice
558.15,26.6,Clay,5.34,17.36,Wheat
1181.22,31.67,Black,5.54,33.52,Cotton
717.9,39.72,Red,1.85,21.1,Sorghum
975.53,17.38,Red,2.14,20.98,Groundnut
396.39,22.63,Loamy,9.25,32.18,Potato
1068.41,20.87,Red,1.95,18.27,Groundnut
493.76,23.97,Clay,5.5,22.82,Barley
1195.61,32.15,Red,9.61,38.68,Groundnut
332.14,18.69,Clay,2.39,12.01,Barley
224.4,35.18,Clay,4.1,16.87,Lentils
984.6,30.5,Black,2.32,32.28,Chickpeas
688.31,21.72,Loamy,1.15,17.73,Sugarcane
244.58,21.04,Sandy,4.17,20.0,Maize
901.18,31.75,Black,8.58,39.17,Sunflower
392.89,31.89,Black,3.31,21.8,Cotton
422.07,16.78,Red,8.93,21.45,Groundnut
337.48,21.01,Loamy,5.82,14.21,Rice
825.86,38.88,Clay,5.74,29.25,Wheat
239.02,19.72,Red,3.4,16.09,Sorghum
1021.62,32.68,Sandy,6.8,29.88,Cucumber
334.54,18.36,Red,1.07,12.71,Sorghum
338.88,16.23,Sandy,4.47,10.68,Peanut
1033.26,21.07,Clay,5.95,31.9,Lentils
833.2,30.94,Loamy,4.17,25.49,Potato
849.74,29.52,Sandy,7.92,35.62,Maize
309.29,25.17,Sandy,2.65,15.82,Cucumber
584.94,36.34,Black,6.93,31.86,Cotton
427.75,15.34,Loamy,6.03,22.25,Sugarcane
617.8,20.75,Black,9.94,36.31,Sunflower
417.51,36.48,Clay,0.7,18.36,Barley
348.87,24.66,Loamy,2.97,20.64,Tomato
